Date,AAPL,ABT,ADBE,ADI,ADP,AI,AMAT,AMD,AMT,AMZN,ANET,ARM,BA,BABA,BHP,BKNG,BLK,BSX,BUD,BX,C,CAT,CB,CMCSA,CMG,COP,CRM,CSCO,DIS,ELV,ETN,GILD,GOOG,GOOGL,GS,HDB,HON,HSBC,IBM,IBN,INTC,INTU,ISRG,JNJ,KKR,KLAC,KO,LMT,LOW,LRCX,MA,MCD,MDT,META,MMC,MMM,MRK,MS,MSFT,MU,MUFG,NEE,NFLX,NKE,NOW,NVDA,ORCL,PANW,PDD,PEP,PFE,PGR,PINS,PLD,PYPL,QCOM,REGN,RIO,RTX,RY,SAP,SCHW,SNY,SONY,SPGI,SYK,T,TD,TJX,TSLA,TSM,TTE,UBER,UL,UNP,UPS,V,VRTX,VZ,WMT
2023-09-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-09-15,0.9958460739529422,0.9911348889568213,0.9578564915461507,0.9914843947521044,0.9879979225578178,0.969525204680074,0.9562841045581105,0.9517959343332565,0.9948089108024017,0.9700801423816237,0.9848581980440504,0.9553388874701503,0.9955034564569056,0.9894318147139116,1.0008561512971603,0.988300405445253,0.9867007760974925,0.9996221344716875,1.0003518110518996,1.0095821297118923,0.9900324452651948,0.987931753639677,1.0010378395373962,0.9862953871789,0.9878003259827137,0.9925301180307167,0.9809397650963881,0.9941458573246351,1.013020814753919,0.9945090197041534,0.9796984261501377,0.9781540534116786,0.9950355967038207,0.9949311210999763,0.994108602791459,0.9821752211544911,0.9973134724167192,0.9974600336084818,0.9907702710959093,0.9966624978724349,0.9795708006662255,0.9826151224972074,0.9730032858593108,0.9860143613772049,1.0106716932226745,0.9464888664255318,0.9911050211100365,0.9956795726779656,0.9530038936449096,0.9492405775238916,1.0023467393170202,0.9770684135575376,0.9976817661843747,0.9633966264037357,0.9881138223415874,0.9876856821330026,0.9933481038903076,0.9925901421918025,0.9749630626492428,0.9733945725344564,0.9665925108737994,0.990762133358471,0.9911358888373434,0.9904311114125502,0.9821559225854389,0.9631206048882288,1.002199542424292,0.9771377015355622,1.0039366043287554,0.9923301913457077,0.9976573403373331,0.9940531504800555,0.988086035056217,0.9907504101267401,0.996430736371515,0.9921080189525291,0.989211681664537,0.9972739617067474,1.003973550354408,1.0021903907894465,0.9944848888175264,0.974230302140501,0.9998167127099351,1.0030058050431268,0.9799843695527021,0.9924406407243115,1.0112881220373802,0.9998390482661764,0.9877124271665476,0.9940226277155187,0.975729734436686,0.9841725131093568,0.9834437242940165,1.0015791913007432,0.9889662046467506,0.9985068733854643,0.9982194920257506,0.9985117637477352,0.9926556993749679,0.9963086656881189
2023-09-18,1.0126891752465879,0.983925947380888,0.964249508848031,1.00027830496058,0.9959321980984066,0.961374905063443,0.9702566034868183,0.9600488172506317,0.9914402306379257,0.9672470601631948,0.9917893297815185,0.9120930942101846,0.9812006320153112,0.9888635982166637,0.9974314807883621,0.9877312764264379,0.9831355202227907,1.001511750450166,1.013896234595098,1.0147280957820366,0.9884098283014817,0.9942667216478456,1.0100481409837851,0.9928213656234129,1.0011569480176281,0.9998393843930409,0.9827223749868008,0.9953876472155451,1.0063919657276919,0.9963093343574537,0.9864956107025692,0.9775077837378313,0.9997841659248057,1.0007965286422154,0.9963722901778163,0.9577039946912319,1.0046497683747955,0.9911100207361794,0.9846623028706405,0.9966624978724349,0.9824153989481024,0.9770088269144989,0.9816620234881068,0.9922437753154103,1.0116132744757247,0.9512607117559067,0.9972630884379434,1.0093215867162373,0.9430415637605504,0.9683439689021306,1.0091692277023772,0.9752773974452514,1.010248950422991,0.9705825311438971,0.9958700210948624,0.9874902026146991,0.9961197507646488,0.9959582282296506,0.9715381922025293,0.9820309110032573,0.9677060159648062,0.9849884391765011,0.9847936365792148,0.9827142683097614,0.9803426888649804,0.9645685344101066,0.9872426136642815,0.9758766261578169,1.007469444494287,0.9897920273225198,0.9850658239109011,1.0070931445326592,0.9761721434156083,0.9871310347417573,0.9767224742726975,0.9886881716487982,0.99054518961169,0.9884900477013372,0.9957615934460369,1.0008761563157786,0.9944848888175264,0.9682061953723814,0.99138409876115,1.0030058050431268,0.9831646094383191,0.9939661058328919,1.00199201408601,1.000482978018513,0.982369975840929,0.9610201078374697,0.9711380851162501,0.9868858130055308,0.9625413620711406,1.002566148213715,0.9881780107193525,0.9857525455919586,1.0130849012923784,1.0073836256456994,0.9850175639684595,0.9889258585579475
2023-09-19,1.0189484563956281,0.9807111219921958,0.9810381570335516,0.9948795114469794,0.9901325183676702,0.9663359716971625,0.9525489364127441,0.9529213469720361,0.9794565872372045,0.951008870383589,0.9854446802992401,0.8675892127152336,0.9781391664314528,0.9898863705721769,0.9904109356393962,0.9734766331078553,0.9747457228284921,1.0020786208268637,1.011081813280998,1.0213823412446588,0.9893370632596014,0.9897721398788585,1.0108029464622938,0.9947791674549987,0.9940861081023304,0.9892369772056978,0.9859219222587081,0.9905978572052608,0.9699337024787313,0.9874426439008658,0.9730362799957304,0.9794466913813287,0.9988488117433937,0.9995654394299025,0.9922222113973502,0.9507553100934129,1.009247822729384,1.00203205062802,0.9943671408437432,0.9941593911698429,0.9397466220148784,0.9663806173021969,0.9865345477402081,0.990594793616358,0.9954488243883912,0.9529277003017355,0.9952104210796807,0.9986381059196174,0.9420886412268471,0.9523483560916932,1.0004596759159279,0.976717219218143,1.0081746971257866,0.9786667718771884,0.9979853480275739,0.9795739063736936,0.9918699439136581,0.9937128375377519,0.9703276706574082,0.9849560967087118,0.9922049333638623,0.9756061998963071,0.9892881766537207,0.9735569541077683,0.9698700772685177,0.9547837746863991,0.9921695672147891,0.9607435974788424,0.9927323990822547,0.9839431193956701,0.9953147923788273,1.0207780593558882,1.0073020224199225,0.9778009965769896,0.9650837410078756,0.9708874108368042,1.005262025585813,0.9906104024133059,0.9944371103450952,0.9971526173060173,0.9905139459312198,0.966030809298644,1.0058661723061366,1.000462438329796,0.9826345822953217,0.9956270896782309,1.0099601337550355,0.9930779086836868,0.972326141262578,0.9654397614490388,0.963922564690959,0.9998493441756459,0.9848923934841307,0.9966443314358991,0.9817802840455104,0.9830772021837546,1.0085300105945911,1.0252990555726107,0.9811986083303393,0.9886838186078513
2023-09-20,0.998577443995757,0.9769118099235047,0.9703347858513303,0.9800189437609115,0.9821982428270815,0.9355067420585321,0.9474302710210734,0.9410109624163409,0.9797327251389727,0.934839636159281,0.9743548857901264,0.8320490599221811,0.968045884539325,0.9743181575428356,0.9840753376562213,0.9597661516509705,0.9669925196722904,1.0222978145503459,1.0094986970979984,1.0133972331514152,0.9805285080094496,0.9860206248543297,1.0083970129973243,0.9897759145481281,0.9919219532955138,0.9732529973409262,0.9737178899712833,0.9845662773040667,0.9772726595401791,1.0033081314005807,0.966239026756423,0.9800930596771315,0.9683429816434547,0.9684286718489828,0.9771599531302725,0.893655628015599,1.0045464191667295,0.9933960292459486,1.0168306455704985,0.9816437780845556,0.8970778450816544,0.9561542187711425,0.9612168329556899,0.994930977139308,0.9985875682538649,0.9422379629646706,0.9996578778981031,1.0024888997678632,0.930870222234912,0.942766162814905,0.9931775116146431,0.9734513369176518,0.9941435366898388,0.9613435527210936,0.9945605549511215,0.9674549788463872,0.9914079792726319,0.9783316457641357,0.9470622304483426,0.9706087117503408,0.9721603549282876,0.972142027436748,0.9645683967454418,0.9675892432683292,0.9668536407718288,0.926679915432413,0.9930494378842721,0.9572044424415551,0.9536691596645839,0.9842741769468933,0.9844801589952344,1.0223543379913982,1.0384319747274111,0.9724925752547438,0.944444418134374,0.9577341313913657,0.9990869437502502,0.9922762055783897,0.9858278186115997,0.9980286900669307,0.9819103859511878,0.948293168685139,1.0119157018326281,0.980924837851111,0.9748857564660461,0.979559326171875,1.0325365044797679,0.9919510623213588,0.9686933134904395,0.9512751347968371,0.9543019541992781,1.0001507708288002,0.9633691955930773,1.0001973612626,0.9873898875327486,0.9807752353634811,1.0014906857571493,1.008270803101715,0.9870739591782578,0.9918910730195402
2023-09-21,0.9897006215955011,0.9637603393530854,0.9306723230158903,0.9675516118969808,0.9614563924273779,0.9089298455932979,0.9351179054603178,0.9013411149391247,0.935056359686765,0.8936567215323737,0.9482832316351897,0.8202547526694632,0.956469715519389,0.9557954614812677,0.9532533683971935,0.9495584019981056,0.9462656433837419,1.0198413281951695,0.9996482560491975,0.9859817066463595,0.9668521018681583,0.9627335827071088,1.0024059334649695,0.9941265945052429,0.9637884333767287,0.9563855397174637,0.9535149546316403,0.9462480248942668,0.9792850387019265,1.0145602696777125,0.9482331743598487,0.9729834029111228,0.9451039313529075,0.9445329230733873,0.9584118850008901,0.8971299415025943,0.9889956348952333,0.9972059788332258,1.00020358858537,0.9495202703740369,0.8960435264179882,0.9210555471217955,0.9361625576010012,0.9872969234073861,0.9632768344670464,0.9312773892723494,0.9842627748314544,0.9803939847934487,0.9122450082932945,0.9298630797784351,0.9758552013481662,0.9524511585876607,0.9816983892538357,0.9487039966259534,0.9831780594985942,0.9527950851169724,0.9860495700606313,0.9529583197960904,0.9434012024303776,0.9458141894408714,0.9821826441460749,0.9657910629482325,0.9591999881736667,0.9423808420326798,0.93123323268202,0.8998704973040775,0.962783712646107,0.9252298253389497,0.9303522605517945,0.9677206258200136,0.9619325624107903,1.0202764664595283,1.0165257608612948,0.9213383846596706,0.909683375403136,0.9466853579249064,0.9891876307128893,0.9653188377530595,0.9621191972138866,0.9809440596835743,0.9644826705202428,0.9372489942214611,0.9950504040047679,0.9553757154872652,0.9397258771406172,0.9642373295153601,1.0166002651417165,0.9768190815925809,0.952772749846173,0.9263149870777894,0.9332021369978003,0.9876394371406398,0.9230132192839895,0.9986182452618425,0.9800648905303897,0.9670254265374206,0.9797515553223667,1.013908720636483,0.9779670981249038,0.9798487025238984
2023-09-22,0.9945942177231342,0.956161715215703,0.9288975104318323,0.9766794540874523,0.9639937676734535,0.8685329845944758,0.9418965986739198,0.9021851207555812,0.9178816270884456,0.8922055972088816,0.9615056445154432,0.8070451261468612,0.9457546224714333,1.003409125588157,0.9717465499526102,0.9577740473807925,0.9339143162462356,1.0128495904894952,0.9927880411888006,0.9864253500867284,0.9485396093622611,0.9663788219065581,1.0051891976869811,0.9854252345910134,0.9687312731107607,0.9571084631494728,0.9435505705621007,0.9503282013461815,0.961766060267699,1.0061662184766373,0.9572811591487278,0.9696225639144238,0.94431250314941,0.9431570908285732,0.9515918613888921,0.8892749493313676,0.9804711777899635,1.0043180591377892,0.9970138960082761,0.9524405747891155,0.8838893696308652,0.9287254017497786,0.9488378925167126,0.9802124991787707,0.9755178696891776,0.9414878371965086,0.9852890758840264,0.9712601368171146,0.9117252563994782,0.943147010738963,0.9730972196842589,0.9559628876426747,0.9793801554382103,0.9594507423362668,0.9846889524140203,0.948397152669593,0.9824464009296245,0.9351072325238512,0.9359610225577785,0.959465056066325,0.9910913220730374,0.9771939685494503,0.9483632720416336,0.9347669121512019,0.9389606015993195,0.9128803545397833,0.9592644313422981,0.9295825713870712,0.9683052447832754,0.9671136589108661,0.9572473547896175,1.0264382531273026,1.026902338327283,0.9174776644001644,0.8981998583992006,0.9442300897992574,0.9909416636835177,0.9703165361092329,0.9480794944510554,0.976234823929846,0.9754392862580803,0.9228581505164938,0.9902841652298906,0.9523699104441383,0.9381609837476316,0.9670508433196504,1.0039840281720198,0.9761751518402445,0.9526659595135839,0.8871177992409078,0.9362632365447576,0.9889961445909499,0.9190811284746153,0.9946703423099701,0.9700510359458734,0.9567598013253018,0.97341615665033,1.0003147654608664,0.9776732633434274,0.9824508916869492
2023-09-25,1.0019346553275479,0.9495372603197686,0.9265430871237768,0.9764011491268724,0.96669221782071,0.8635719855492991,0.9448017529083206,0.9132514279446491,0.9151756104758478,0.9070619345301797,0.9659841919073422,0.8561094275212621,0.9508729771703556,0.9911363775079901,0.9609588607119505,0.9688355669140426,0.930306574700733,1.0166288945306812,0.9709762927798011,0.9786177264458265,0.9508576967575604,0.9706610680331607,1.00117935656684,0.976071301727028,0.9605241731107115,0.9724497967455761,0.9431392151439053,0.9487316046760867,0.9589251765764953,1.0217841918995043,0.9718658556303525,0.9672957761202714,0.9509316709498642,0.9493844664429301,0.9543488677134712,0.8856496037900805,0.9912172092907391,1.001269983195759,0.9940956203601012,0.9586983813317591,0.886733967912742,0.928250584771661,0.9654639146255302,0.9787467273141541,0.9973320467610515,0.9489269023551317,0.975025673839594,0.9694991187744185,0.9204314310837012,0.9454016936760927,0.9737504083813701,0.9473942601748834,0.975719889141061,0.9650647548896705,0.9841349327279925,0.9264073120754708,0.9778270364629946,0.9321881560994513,0.9375258255108203,0.9552862648901517,0.962138171910318,0.9738741687285561,0.9608229847836544,0.9321946311169389,0.9480944135107892,0.9263069905176978,0.9528418050532017,0.9215279148556864,0.9759766098642442,0.9619268660864627,0.9657393285105434,1.0204197943337932,1.0015372408714458,0.9108823158700609,0.9134077960948489,0.9683444354492281,1.0027151177976015,0.955171904601023,0.9543046761822227,0.9800679033677958,0.9702918715954831,0.9262048197577833,0.9963336248260921,0.9626589207290914,0.9375804264773553,0.9741695080773305,1.0,0.985672900757382,0.9430495308236029,0.8947616209516589,0.9428227474894814,0.9977390125902268,0.9294288106591737,0.982037113103967,0.9665275784754156,0.9600572491781301,0.966293998386549,1.0035773566251622,0.9741480304216495,0.9868078878014982
2023-09-26,0.9784909601619199,0.9374573982122467,0.916944386442227,0.959202972640083,0.9554956377954604,0.8373493882256838,0.9274399601458224,0.899934367028193,0.899657621022681,0.8705085841231416,0.948603116255443,0.8416417727526235,0.9358526502446917,0.9762500416148793,0.9417807973108998,0.9571610922207378,0.9149841866088102,0.9982993888699067,0.9544415088460048,0.9399343740745442,0.9323134397251296,0.9538504789864397,0.9999528516509228,0.962366771888246,0.9542900123093201,0.9649799147762926,0.9255416702759652,0.9350718482036038,0.947561551501617,1.0085516662971812,0.9501238493059397,0.9763443405297774,0.9313619097209758,0.9309920466465912,0.9397800169517495,0.8793051626570855,0.9707067666849453,0.9898400375404204,0.9721072247023579,0.9486858749490638,0.8748384647771337,0.918900702840587,0.9572002356687744,0.9711738056531324,0.9653169670930283,0.9276099381616819,0.9669859675778134,0.9597548332693684,0.9032788915696032,0.923175367916668,0.9565491082058353,0.940160106895112,0.963274741705058,0.9590657971395595,0.9745655856250912,0.9175136182429476,0.9736696366373908,0.9225328219431906,0.9215825314397719,0.9463713828524498,0.962138171910318,0.9431292940122907,0.946964991005281,0.9277703045980151,0.9229296544750807,0.9194839542694965,0.9227520136741084,0.9225855769624695,0.948117498682934,0.9519395703778931,0.9487554927728525,1.0084544860203393,0.995772459322969,0.8968068716954684,0.9144940731304195,0.9621185578731785,1.0000360031013995,0.9391185744043341,0.957086121009675,0.9629832729844394,0.9352157891601002,0.9069612162858725,0.9934005386730238,0.939884428344021,0.9189277999968265,0.9272880942134534,0.9973439601103248,0.9689310956477631,0.9388824253111675,0.8843645397781539,0.9215043160669525,0.985679876384021,0.9161837900943869,0.9733517868498364,0.9496522913120048,0.9450631365285243,0.9509316517452769,1.0064964481896836,0.9691539597878921,0.9833585934397132
2023-09-27,0.969784837536099,0.9306380648734134,0.9102434630334152,0.9618188864013844,0.9772041219687913,0.8653437516115643,0.9342186533594243,0.9197224254048326,0.8818754187466541,0.8705085841231416,0.9682235469574677,0.8333071481571664,0.9349916472638083,0.979431845925071,0.9537671114316153,0.964066305439496,0.910272940211349,0.9845049183069433,0.9389622251690042,0.9453464991327156,0.9378766726218625,0.9651401253233907,0.9983489439957514,0.9701978962322708,0.9328347541510091,0.9886746693806476,0.9266386180578193,0.943764445112447,0.9457859653283408,1.0009002260042519,0.9649336326798967,0.9766029272968807,0.945823451459125,0.9452569697084875,0.9343529772285041,0.8827794761440808,0.9706551314970862,0.9946660124417076,0.9716321156333458,0.9516061793641423,0.8950091091068577,0.9281227408575997,0.9594719235057096,0.9595089491853639,0.9744193183162458,0.9284434324345963,0.9570646876352779,0.9596843954139008,0.896435271325822,0.9352406041163003,0.9567910545560595,0.9258322995052201,0.9543680099372027,0.9551520244720195,0.9719465764864946,0.9134089050730234,0.9602735078785272,0.9166947547505551,0.9235016158007345,0.9501323055383835,0.9699332385464559,0.8654734431431697,0.942820059290164,0.9200534614952263,0.9258952033446823,0.9317039404672575,0.9204645378826344,0.9433731469653124,0.9589179397662111,0.9356619286089377,0.9399706307420128,1.0075230188283193,1.0019215694151007,0.8947960939562408,0.8898199562410908,0.9574710765066231,1.0002162385866136,0.9438134309698656,0.9652979768664631,0.9511554133860242,0.9388925299484159,0.9099732696699323,0.9710357829797367,0.9543352953960441,0.9163784934534985,0.9035254526946505,0.9873837630303032,0.968609130771595,0.9414467791220498,0.8712505164296204,0.9340767606994187,0.9980404392433812,0.9341887349904846,0.9632846305575625,0.9383402724157238,0.9482362204530056,0.9503105590062112,1.0006581777228325,0.951821405830211,0.9786384335202131
